日期,day_of_week,day_of_month,month,quarter,is_weekend,is_month_start,is_month_end,equip_capacity_utilization_mean,equip_capacity_utilization_std,equip_capacity_utilization_max,equip_capacity_utilization_min,equip_efficiency_gap_mean,equip_efficiency_gap_std,equip_efficiency_gap_max,equip_availability_ratio_mean,equip_availability_ratio_min,equip_is_downtime_sum,equip_output_per_hour_mean,equip_efficiency_trend_3d_mean,area_AREA_A_util,area_AREA_B_util,buffer_turnover,inventory_coverage,safety_stock_ratio,near_overflow,near_empty,buffer_depletion_rate,fill_to_pack_ratio,bottleneck_score_fill,bottleneck_score_ster,next_downtime,next_near_empty,is_bottleneck_fill,is_bottleneck_ster,production_gap,filling_packaging_balance,bottleneck_severity,buffer_risk_score
2025-07-25,4.0,25.0,7.0,3.0,0,0,1,0.868597,0.827551,3.613463,0.582135,-0.027006,0.807058,0.285579,0.9375,0.9375,25.0,32215.848,-0.020362,0.6467751006652661,1.3399672234195403,0.0,591.5,0.23749999990266524,0.0,0.0,-149.5,0.9976319521577978,1.002373668802993,1.0000556697528586,1.0,0.0,0.0,0.0,0.018596999999999975,0.9976319521577978,1.002373668802993,0.7625000000973348
2025-07-26,5.0,26.0,7.0,3.0,1,0,1,0.262157,0.250313,1.092333,0.175134,0.625848,0.239485,0.770104,0.9,0.0,25.0,9820.044444,0.268673,0.19520397846638657,0.4044335039511494,0.0,918.0,0.3702546294772243,0.0,0.0,-128.33333333333334,0.9929718817843997,1.0070778622666778,1.0048639651055071,1.0,0.0,0.0,0.0,-0.587843,0.9929718817843997,1.0070778622666778,0.6297453705227757
2025-07-27,6.0,27.0,7.0,3.0,1,0,1,0.0,0.0,0.0,0.0,0.908,0.076485,0.98,0.9,0.0,25.0,0.0,0.341052,0.0,0.0,0.0,1062.0,0.4916666664390432,0.0,0.0,224.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.85,0.0,0.0,0.5083333335609568
2025-07-28,0.0,28.0,7.0,3.0,0,0,1,0.491851,0.505635,2.16107,0.290642,0.381953,0.483553,0.564735,0.8625,0.0,25.0,18668.747826,0.13632,0.3664872198879552,0.758249371408046,0.5406000780376043,1.9173675998118196,0.8462962959643723,1.0,0.0,551.3333333333334,0.8329210732744231,1.2005939483171377,1.1979363133285457,1.0,0.0,1.0,1.0,-0.358149,0.8329210732744231,1.2005939483171377,0.15370370403562772
2025-07-29,1.0,29.0,7.0,3.0,0,0,1,1.044588,0.995385,4.346135,0.700021,-0.216447,0.973844,0.144906,0.9375,0.9375,25.0,38743.248,-0.280765,0.777781994047619,1.611549389367816,0.3543307086614173,2.816666666666667,0.23472222211355454,0.0,0.0,-127.66666666666667,0.9975725307962223,1.0024333761490276,1.0002711558947988,1.0,0.0,0.0,0.0,0.1945880000000001,0.9975725307962223,1.0024333761490276,0.7652777778864455
2025-07-30,2.0,30.0,7.0,3.0,0,0,1,1.015274,1.004594,4.340582,0.640812,-0.181434,0.980609,0.145946,0.9375,0.9375,25.0,37619.325333,-0.363145,0.756224155287115,1.565754849137931,0.3543307086614173,2.816666666666667,0.23472222211355454,0.0,0.0,-127.66666666666667,0.9143343312098182,1.0936918431974434,1.091295526129521,1.0,0.0,0.0,0.0,0.16527400000000003,0.9143343312098182,1.0936918431974434,0.7652777778864455
2025-07-31,3.0,31.0,7.0,3.0,0,0,1,0.840026,0.730761,3.267787,0.616648,-0.002999,0.719051,0.352152,0.9,0.0,25.0,31504.7,-0.128317,0.6249475227591036,1.2970692349137931,0.3543307086614173,2.816666666666667,0.23472222211355454,0.0,0.0,-127.66666666666667,1.2134004128204199,1.0020915040579734,0.8224101876485918,1.0,0.0,0.0,0.0,-0.009973999999999927,1.2134004128204199,1.0020915040579734,0.7652777778864455
2025-08-01,4.0,1.0,8.0,3.0,0,1,0,1.044506,0.996032,4.348078,0.699135,-0.216287,0.974428,0.14447,0.9,0.0,25.0,39128.122222,5.3e-05,0.7777463235294118,1.6113711386494254,0.0,327.0,0.15138888881880144,0.0,0.0,-245.0,0.9957921677031364,1.0042256129671678,1.0019836790353098,1.0,0.0,0.0,0.0,0.19450599999999996,0.9957921677031364,1.0042256129671678,0.8486111111811986
2025-08-02,5.0,2.0,8.0,3.0,1,1,0,0.087044,0.083229,0.363057,0.058021,0.814329,0.095555,0.910234,0.8625,0.0,25.0,3305.188406,0.331921,0.06481519170168068,0.1342798132183908,0.0,1219.0,0.46753472203938806,0.0,0.0,64.83333333333333,0.989731225118421,1.0103753166678044,1.0081087550592245,1.0,0.0,0.0,0.0,-0.762956,0.989731225118421,1.0103753166678044,0.5324652779606119
2025-08-03,6.0,3.0,8.0,3.0,1,1,0,0.0,0.0,0.0,0.0,0.908,0.076485,0.98,0.9,0.0,25.0,0.0,0.303666,0.0,0.0,0.0,1219.0,0.46753472203938806,0.0,0.0,64.83333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.85,0.0,0.0,0.5324652779606119
2025-08-04,0.0,4.0,8.0,3.0,0,1,0,0.748645,0.642087,2.881214,0.543756,0.095184,0.632567,0.426368,0.8625,0.0,25.0,28321.226087,0.103824,0.5569123117997199,1.1560782596982757,0.5787468732383964,1.7951148727905188,0.7782986108027705,0.0,0.0,426.0,1.2489605999827562,1.002192910689691,0.7989138229486092,1.0,0.0,0.0,0.0,-0.10135499999999997,1.2489605999827562,1.002192910689691,0.22170138919722948
2025-08-05,1.0,5.0,8.0,3.0,0,1,0,0.863871,0.833084,3.625497,0.568278,-0.020985,0.811728,0.28335,0.8625,0.0,25.0,32918.411594,-0.278438,0.6433008140756302,1.3325827047413794,0.5787468732383964,1.7951148727905188,0.7782986108027705,0.0,0.0,426.0,0.9707697482511524,1.0301103859087126,1.027853481729507,1.0,0.0,0.0,0.0,0.013871000000000078,0.9707697482511524,1.0301103859087126,0.22170138919722948
2025-08-06,2.0,6.0,8.0,3.0,0,0,0,0.954073,0.909695,3.971307,0.638724,-0.118957,0.888614,0.216886,0.8625,0.0,25.0,36329.710145,-0.342319,0.7104035364145658,1.4718698365660918,0.5787468732383964,1.7951148727905188,0.7782986108027705,0.0,0.0,426.0,0.9960746887590086,1.003940780028684,1.0017185135116338,1.0,0.0,0.0,0.0,0.10407299999999997,0.9960746887590086,1.003940780028684,0.22170138919722948
2025-08-07,3.0,7.0,8.0,3.0,0,0,0,0.98421,0.901167,3.977326,0.699542,-0.154949,0.88335,0.215814,0.9375,0.9375,25.0,36540.96,-0.083378,0.7325498511904761,1.5189876975574712,0.41002277904328016,2.433333333333333,0.20277777768389918,0.0,0.0,37.0,1.0893916587188788,1.0021060469600152,0.9160143380618971,1.0,0.0,0.0,0.0,0.13421000000000005,1.0893916587188788,1.0021060469600152,0.7972222223161008
2025-08-08,4.0,8.0,8.0,3.0,0,0,0,1.014604,1.005019,4.341101,0.639267,-0.180617,0.980974,0.145876,0.9,0.0,25.0,37936.461111,-0.053211,0.7557233455882353,1.564725754310345,0.0,258.0,0.1194444443891461,0.0,0.0,-169.0,0.9120528561760738,1.096427683141332,1.0940642739569657,1.0,0.0,0.0,0.0,0.16460400000000008,0.9120528561760738,1.096427683141332,0.8805555556108539
2025-08-09,5.0,9.0,8.0,3.0,1,0,0,0.898282,0.821288,3.626173,0.639733,-0.062258,0.804101,0.283214,0.7875,0.0,25.0,29787.342857,0.0189,0.6686068364845938,1.386342672413793,0.0,258.0,0.1194444443891461,0.0,0.0,-169.0,1.0926166569678906,1.0022062323274818,0.9132193052838429,0.0,0.0,0.0,0.0,0.04828200000000005,1.0926166569678906,1.0022062323274818,0.8805555556108539
2025-08-10,6.0,10.0,8.0,3.0,1,0,0,0.40267,0.315314,1.442962,0.272336,0.467646,0.321017,0.702717,0.9375,0.9375,25.0,15008.005333,0.207532,0.29930952380952386,0.6223107040229885,0.20588235294117646,691.7113095238095,0.3339699072805414,0.0,0.0,-435.66666666666663,1.4968298527211874,1.0022472091908414,0.6665806588637402,1.0,0.0,0.0,0.0,-0.44733,1.4968298527211874,1.0022472091908414,0.6660300927194587
2025-08-11,0.0,11.0,8.0,3.0,0,0,0,0.653228,0.675054,2.880839,0.382399,0.209672,0.650963,0.426469,0.9375,0.9375,25.0,24176.576,0.130096,0.4867425157563025,1.0070091594827586,0.9500214915108531,1.0533376963350785,0.36973379615910196,0.0,0.0,-15.166666666666668,0.8221368302165701,1.2163425396425644,1.2137414775012045,1.0,1.0,1.0,1.0,-0.19677199999999995,0.8221368302165701,1.2163425396425644,0.630266203840898
2025-08-12,1.0,12.0,8.0,3.0,0,0,0,0.751307,0.644563,2.892114,0.545763,0.092309,0.635001,0.424325,0.9,0.0,25.0,28288.427778,0.051522,0.5588776698179272,1.1602198724856323,45.1036866359447,2.4055555555555554,0.07517361108500917,0.0,1.0,-402.0,1.2484103450729378,1.0021023647641671,0.799338174213415,1.0,1.0,0.0,0.0,-0.09869300000000003,1.2484103450729378,1.0021023647641671,0.9248263889149908
2025-08-13,2.0,13.0,8.0,3.0,0,0,0,0.987333,1.016172,4.341656,0.582229,-0.147872,0.990184,0.14573,0.825,0.0,25.0,37525.030303,-0.205173,0.7356848958333333,1.5220858477011494,45.1036866359447,2.4055555555555554,0.07517361108500917,0.0,1.0,-402.0,0.830531648098202,1.2040480363263715,1.2013974357728945,1.0,0.0,1.0,1.0,0.13733300000000004,0.830531648098202,1.2040480363263715,0.9248263889149908
2025-08-14,3.0,14.0,8.0,3.0,0,0,0,0.899064,0.821376,3.627295,0.641047,-0.063168,0.804265,0.283074,0.9375,0.9375,25.0,33381.589333,-0.090947,0.6691597514005603,1.3876089709051724,45.1036866359447,2.4055555555555554,0.07517361108500917,0.0,1.0,-402.0,1.0946403615367413,1.0020976115992248,0.9116298048460597,1.0,0.0,0.0,0.0,0.049063999999999997,1.0946403615367413,1.0020976115992248,0.9248263889149908
2025-08-15,4.0,15.0,8.0,3.0,0,0,0,1.015949,1.005786,4.345111,0.64074,-0.182115,0.981772,0.145141,0.8625,0.0,25.0,38777.768116,-0.091475,0.7567099527310924,1.566832525143678,0.0,0.0,0.0,0.0,1.0,-135.66666666666666,0.9133516575524889,1.0948685445858508,1.0925566326963605,1.0,0.0,0.0,0.0,0.165949,0.9133516575524889,1.0948685445858508,1.0
2025-08-16,5.0,16.0,8.0,3.0,1,0,0,1.1078,1.207946,5.075203,0.584113,-0.270656,1.179416,0.129065,0.9,0.0,25.0,41216.65,-0.040928,0.8258775822829131,1.7068853717672412,0.0,351.5,0.13767361105607398,0.0,0.0,-167.83333333333334,0.7128485037029867,1.4028226121047351,1.3998499032169507,1.0,0.0,1.0,1.0,0.2577999999999999,0.7128485037029867,1.4028226121047351,0.862326388943926
2025-08-17,6.0,17.0,8.0,3.0,1,0,0,0.93463,0.807863,3.618256,0.682734,-0.106121,0.796398,0.284865,0.8625,0.0,25.0,35644.266667,-0.014318,0.6952742034313726,1.4432619432471263,0.29933481152993346,397.3333333333333,0.24184027768174915,0.0,0.0,-74.66666666666666,1.22965928736638,1.0020174765235368,0.8115960215530131,1.0,0.0,0.0,0.0,0.08462999999999998,1.22965928736638,1.0020174765235368,0.7581597223182508
2025-08-18,0.0,18.0,8.0,3.0,0,0,0,0.893178,0.824994,3.632701,0.627036,-0.055952,0.806935,0.282133,0.9,0.0,25.0,33511.838889,0.042054,0.6648130908613445,1.3784526311063217,0.0,1054.0,0.36597222209514857,0.0,0.0,207.0,1.0692714920045185,1.001958037532472,0.9333885700202457,1.0,0.0,0.0,0.0,0.04317800000000005,1.0692714920045185,1.001958037532472,0.6340277779048514
2025-08-19,1.0,19.0,8.0,3.0,0,0,0,0.292649,0.0,0.292649,0.292649,0.478821,0.0,0.478821,0.9375,0.9375,12.0,11237.733333,0.116585,0.29264930555555557,0.29264930555555557,0.0,1054.0,0.36597222209514857,0.0,0.0,207.0,1.0692714920045185,1.001958037532472,0.9333885700202457,1.0,0.0,0.0,0.0,-0.5573509999999999,1.0692714920045185,1.001958037532472,0.6340277779048514
2025-09-01,0.0,1.0,9.0,3.0,0,1,0,0.292649,0.0,0.292649,0.292649,0.478821,0.0,0.478821,0.9375,0.9375,12.0,11237.733333,0.116585,0.29264930555555557,0.29264930555555557,0.0967741935483871,10.324786324786325,0.419444444298804,0.0,0.0,258.3333333333333,1.0692714920045185,1.001958037532472,0.9333885700202457,1.0,0.0,0.0,0.0,-0.5573509999999999,1.0692714920045185,1.001958037532472,0.580555555701196
2025-09-02,1.0,2.0,9.0,3.0,0,1,0,0.292649,0.0,0.292649,0.292649,0.478821,0.0,0.478821,0.9375,0.9375,12.0,11237.733333,0.116585,0.29264930555555557,0.29264930555555557,0.8868933467271418,1.1432783018867925,0.272743055451208,0.0,0.0,109.66666666666666,1.0692714920045185,1.001958037532472,0.9333885700202457,1.0,0.0,0.0,0.0,-0.5573509999999999,1.0692714920045185,1.001958037532472,0.727256944548792
2025-09-02,1.0,2.0,9.0,3.0,0,0,0,0.292649,0.0,0.292649,0.292649,0.478821,0.0,0.478821,0.9375,0.9375,12.0,11237.733333,0.116585,0.29264930555555557,0.29264930555555557,0.8868933467271418,1.1432783018867925,0.272743055451208,0.0,0.0,109.66666666666666,1.0692714920045185,1.001958037532472,0.9333885700202457,1.0,0.0,0.0,0.0,-0.5573509999999999,1.0692714920045185,1.001958037532472,0.727256944548792
